user,item
1761,3050
1670,2405
266,2896
1860,2034
1187,1243
467,3734
1259,1392
591,1435
275,3506
1077,1941
731,24
931,4194
1674,943
1836,365
568,1490
1568,1158
1427,4283
1156,714
403,2180
1658,546
1560,3237
1190,2718
994,1000
31,250
1766,3663
562,2878
471,1114
613,4194
975,3610
486,996
1437,2497
692,3666
832,614
916,2717
732,1185
832,1431
580,2260
1718,2757
1162,3364
841,2683
251,304
1346,4334
1378,3714
1283,3122
1325,3311
1043,1370
1289,70
1610,1171
1864,3897
859,1398
1758,2351
162,2803
1634,2288
236,3808
21,3592
1328,611
71,3027
1478,1570
1731,486
1042,61
578,2726
1085,3067
1105,242
924,1231
912,447
284,1941
698,1158
1713,3525
1473,1403
202,1370
502,944
1117,1277
828,1072
451,3769
520,528
397,3127
983,1586
928,1311
1101,3830
1571,1780
415,4184
543,1000
1332,4064
703,2620
363,531
1612,745
408,4334
1154,3033
160,633
836,1357
1596,3394
84,3224
1866,3115
1682,957
535,2988
921,1062
814,3203
306,1819
1804,3115
1150,1435
335,2403
1082,2306
432,4156
345,1991
237,301
531,2489
669,1928
1856,3137
1087,3486
195,2175
1297,1358
237,3503
1841,1175
1554,3860
828,1920
870,4051
466,263
169,1244
694,3994
203,1899
1003,3232
1181,3581
1549,1477
999,2504
1755,1944
252,2472
1330,4216
1134,3718
1489,222
1846,232
587,1234
112,4334
761,2822
1817,1425
1381,2233
1401,3260
90,2243
665,2546
331,980
523,1031
1681,3167
241,4145
420,2672
1400,2546
1127,1952
980,2764
1828,827
1309,1952
1428,3582
117,4145
979,512
1488,3328
1074,276
477,3546
414,154
323,1636
1157,357
802,1634
1872,1616
825,244
1005,2205
412,1991
142,2294
1046,2175
114,3297
17,1947
47,294
168,2391
152,1031
1106,2742
360,1471
497,3923
829,3750
1110,2503
1020,1218
1537,500
1191,3799
1090,1533
1115,1134
694,43
592,3067
1047,2826
1517,3224
130,1801
1860,4237
1776,1260
1403,1114
1685,70
501,735
265,171
1038,3604
1597,3271
915,3424
704,199
259,3923
912,1191
432,1370
826,3525
1109,2376
0,2968
1761,2717
675,4013
683,4091
1638,2346
1052,325
396,2448
5,4194
1216,3364
1780,1386
896,830
1112,614
291,3735
38,3162
1546,1102
829,1573
1048,1056
1249,3590
877,2604
1577,931
1571,3055
697,3115
1657,1773
579,2504
842,1170
1668,740
1133,1899
1606,1505
1337,3126
1669,3525
588,1780
1014,2717
864,75
4,1681
862,1170
1223,3960
467,3059
1320,4150
342,3988
388,885
1307,2532
678,4049
1733,214
666,2294
505,1336
162,1416
609,67
916,2965
1813,1609
248,714
242,402
1889,1419
889,4320
1882,1386
1588,1054
958,1445
26,890
423,4304
424,1171
1149,2047
1748,242
512,1427
1111,2346
112,3650
1021,3417
968,2533
1338,1381
1777,4016
1250,161
1380,1031
161,814
38,2862
505,796
1255,1695
1226,2047
423,2295
1676,2423
924,2346
607,171
658,3396
923,3332
265,581
934,1744
819,2231
1254,2047
882,1427
1308,4159
581,1191
658,3808
1261,1398
1866,3127
1195,1175
587,3486
762,455
1144,3165
1394,4019
1542,1599
473,325
1005,3592
745,1427
260,1519
376,1413
1506,283
1688,1944
1370,1952
50,3027
359,1570
901,2428
1005,1717
132,2178
1789,2696
1632,133
18,3377
1072,2974
198,582
1562,469
1839,3769
1851,1004
455,396
1192,2391
1749,702
1061,2500
1565,3603
1257,3505
565,3823
1492,1038
1135,3799
1838,1165
85,3214
513,4150
478,443
235,1193
1512,1819
541,1991
1016,1627
1425,653
941,1004
892,3901
693,689
148,4283
1,324
1788,392
100,2208
1799,3648
1177,535
214,2046
1288,3668
661,610
130,711
454,889
1850,689
698,969
327,458
678,543
80,512
1855,1898
998,4
1729,3670
1040,338
179,1422
1378,392
1219,1848
1556,2895
701,1000
1611,1569
814,1848
1427,1164
840,2666
1153,3381
531,714
304,1145
1029,1903
290,599
1622,878
936,3105
1450,3525
127,1947
550,1338
664,2130
1504,3889
1117,3587
912,2727
1312,216
137,3072
392,3857
1508,365
952,2512
936,3656
498,3796
1366,54
64,3857
1857,2394
783,1218
998,3506
712,262
969,401
1062,745
798,3701
164,205
1778,1630
1183,665
1130,48
1704,4220
1769,3053
358,1953
1444,57
928,1801
592,1982
489,1370
522,1370
361,4279
858,2742
56,3262
1758,1835
701,3222
1410,1944
1360,1848
875,539
1460,2405
729,1766
809,3275
1811,2722
516,303
533,3837
1527,2145
1524,1243
1663,3125
610,3619
1109,3805
504,633
409,610
1423,3452
1524,2666
1332,3187
307,2639
177,4180
686,1177
520,4165
378,978
908,776
1254,628
1726,4026
519,1886
1473,2374
1811,1822
215,702
1229,806
339,919
1242,4111
1867,3027
1633,3115
1183,458
797,858
1244,3184
1141,2260
1793,863
1452,2953
135,70
180,521
776,4334
108,1175
961,1745
832,1337
959,699
875,3528
1868,4090
401,3617
279,108
97,881
492,755
508,3799
1827,4314
389,3117
330,263
1560,2678
734,2306
538,469
1054,637
878,235
1869,3851
1762,2306
1328,3695
52,1370
1238,1234
419,4198
1695,903
1260,2629
1361,3438
151,1640
1110,3671
26,962
1016,900
830,292
1380,1254
1615,699
167,1381
735,1117
335,3950
489,776
3,4167
926,885
1047,342
954,126
1235,3531
1399,4198
1542,33
127,2276
575,790
1158,4214
1336,291
327,2149
1398,2877
144,830
1797,2726
8,3251
174,342
503,1658
1656,1437
910,699
101,1972
939,188
294,1290
1833,1844
1054,242
197,389
1698,2374
1772,1780
1265,2024
1715,2293
387,126
862,233
971,1471
1660,85
283,1370
167,527
1236,1289
785,2423
1331,3451
901,161
1855,3056
1798,762
613,1941
1723,3663
1441,1129
1578,3271
415,2030
1734,3592
831,1569
1466,3650
1526,2217
405,2880
1691,1304
1179,3328
595,1939
653,918
387,1082
273,626
1317,2456
652,3737
597,1028
1843,2190
722,1422
782,48
1432,205
1435,1668
767,1057
1071,455
660,916
117,1466
655,2741
1019,2337
1608,803
1174,2304
1585,2504
665,1822
1483,3844
1504,1167
1516,1177
1167,4157
1297,3950
769,1869
554,342
1252,993
848,814
1757,1154
1652,126
439,3923
764,949
796,309
1029,1611
840,410
1844,928
1054,2962
464,2024
1241,242
146,962
1486,893
1366,3275
765,3768
1253,953
164,3417
106,205
1817,1421
1457,3224
1663,4047
1797,3837
79,3115
681,3858
562,2513
1081,1267
902,689
842,2208
1368,808
313,2428
1729,580
1195,242
96,1780
1509,2756
612,3650
285,2361
93,2606
1872,878
827,498
1443,1563
1393,1435
177,4320
1643,455
1475,3872
641,3519
1704,1830
1303,1848
1026,2488
1403,762
273,3525
973,89
446,1668
2,3088
711,3765
160,2730
284,1471
1356,1328
1208,2219
148,688
1151,1607
1666,1641
765,3251
967,814
244,2722
232,1422
972,263
1078,1218
1403,3290
1464,1673
1040,1825
1475,2251
1878,3285
1796,1418
189,2808
1152,1298
979,1129
667,4240
1442,3036
1823,980
846,2504
1493,262
750,4214
1723,4174
776,1780
223,953
637,325
1499,2672
1276,276
443,3127
1874,2374
1382,1742
1579,402
169,4041
1544,1075
884,1177
1506,3716
650,4198
749,74
583,1746
1619,3105
633,1679
13,2395
1580,3837
1768,1916
32,2988
1750,4068
837,3236
1501,1503
414,814
548,1175
1344,3567
76,1822
288,2374
10,2988
789,3126
537,1746
41,3184
270,836
1147,699
581,2490
1793,4049
999,962
128,890
1266,3282
1214,3122
1096,1704
1037,3016
48,962
1240,2397
110,4102
1885,1531
1813,2361
1647,3535
783,798
751,2080
678,2193
742,2126
1420,2448
979,3844
256,2591
1555,3438
1503,1171
88,2241
765,469
663,3615
135,1868
1305,75
1772,4250
868,3380
1503,3650
402,2615
1173,2549
1167,3650
1078,1935
95,2974
947,1999
1259,4270
1144,814
151,1062
1778,1285
240,1677
137,3937
1600,3582
111,616
740,949
1028,1759
1413,1745
539,3105
800,2500
1817,1658
1320,500
250,2433
691,3553
1530,827
955,1644
1301,1114
1810,834
1295,3434
1648,455
1486,1557
1581,1738
1436,2606
285,717
1884,4198
1563,2886
696,3750
1075,1170
1862,51
1700,1689
1585,1208
6,2900
997,1623
707,1293
754,1570
1540,4150
550,3784
671,2032
1367,1949
921,2208
487,890
177,3668
664,2551
1844,1673
366,4279
716,2190
1145,1944
760,3311
399,3619
1852,1095
1165,4207
1599,4318
1844,3891
1017,2173
1,3380
358,1991
1710,1780
365,906
1236,2900
63,1928
1745,2808
1354,950
1867,4257
1568,4047
629,885
166,2601
1213,2551
69,3750
1269,750
435,2131
1709,2717
1026,1389
1527,1295
1283,1570
944,1920
1833,3059
888,3420
1272,3251
666,61
708,3961
1120,2001
327,2831
96,752
1164,1717
1122,4136
240,2361
1360,831
654,2636
1464,1127
1359,328
1432,3837
1768,35
561,3007
867,2112
1286,558
1853,3592
1216,2267
909,4242
1886,3650
1028,1031
1493,3631
1460,1972
1770,1529
927,2440
443,4062
455,814
1178,1427
963,2909
1705,1234
1030,3841
1079,1362
1502,1570
1383,2771
1017,1047
1681,874
1068,3214
1309,4016
258,2294
1592,2149
1332,2733
1653,2513
1176,1641
341,3281
1393,1820
610,2499
558,3525
1033,2424
1177,2406
1681,3456
711,3929
19,980
1364,2408
334,2526
1711,1263
1531,1038
475,2513
140,2365
429,3837
721,1336
1515,3143
1654,1435
1871,342
322,745
746,1972
1708,806
30,81
786,1222
1323,4052
1572,2874
1859,1471
1814,1972
1748,496
1146,469
1384,863
165,2131
29,57
1106,889
1509,2500
1036,213
1289,469
1123,689
376,1240
1791,1362
1221,3067
341,1340
1447,1508
467,1561
1518,73
1010,1240
923,1129
52,689
757,1623
1519,465
653,2878
981,2422
828,624
848,3624
1739,1901
115,2696
1541,343
1058,3359
60,4278
1135,2533
92,1745
1239,3083
1788,3127
1170,275
601,728
952,2880
1857,4257
828,1683
1420,980
1846,3908
1182,2636
1071,668
13,3334
1761,1113
1755,2024
1807,3428
251,67
207,3858
1328,2905
748,1435
58,735
486,89
1416,2346
558,3285
1245,4326
404,171
1695,3090
53,1570
1245,474
652,848
458,4145
807,2145
97,1723
1516,469
275,2775
1333,3428
242,1000
92,3525
1098,4241
1078,3127
355,2945
47,2701
1607,338
274,2610
521,2807
1816,1494
211,2636
759,2233
478,1619
1761,928
1209,1432
508,1051
1592,2543
1832,1389
624,4068
837,4325
1431,2518
1822,4037
1225,1723
847,4207
1269,3878
669,3337
136,3224
362,3837
234,1734
1064,2164
437,2539
1697,3407
992,402
972,803
1578,1218
1579,205
1384,1340
673,2006
1179,455
305,3327
435,3157
288,3092
218,1471
233,262
1617,2974
730,3519
725,684
873,2606
1277,3591
1801,1614
608,1640
792,1406
1483,3668
1247,773
647,633
814,2877
33,1205
920,2629
585,4160
809,4064
1193,2533
268,1944
1450,1745
1142,116
762,4084
1311,389
1484,3832
947,1171
1458,3837
1703,494
1568,2717
976,1531
308,182
1273,3882
1174,1566
856,1938
1498,1999
1498,2512
1250,4033
163,2911
1316,2717
616,3724
1118,2504
1804,2514
702,1406
1343,1260
687,469
1805,688
288,2911
347,2606
1268,2012
1550,1668
771,1924
770,3033
1164,645
767,3775
639,1941
1437,279
445,3315
1178,2727
221,4159
1752,1907
1305,512
1091,1753
2,3996
512,1920
121,1644
1028,836
1859,2980
55,4073
1540,11
1140,4318
149,2293
605,2976
885,764
289,2876
1823,4004
1408,2399
303,2516
1788,70
508,4023
1650,2567
1740,762
702,735
1875,1158
1639,3224
621,1717
1185,1277
501,2777
1353,2584
999,1941
1366,1234
80,1570
1179,1505
832,31
1263,1704
776,3525
1229,1935
1556,1910
243,1316
651,3285
1771,2176
471,762
1653,3285
1533,653
1298,2825
1186,1263
353,1941
1091,2213
1209,1677
167,1430
584,2775
129,3438
1200,1286
1149,2499
362,578
120,745
1846,1068
356,4285
1499,1999
444,762
915,1264
636,1010
730,1028
1012,487
276,2319
469,122
359,890
1532,8
486,2422
123,1519
1428,2450
1663,2405
1367,2651
292,740
1705,1435
1461,2346
1604,1482
378,764
978,2225
1023,1370
514,2225
376,2804
824,2219
772,512
839,1778
1325,2092
118,4313
1618,3297
271,795
1342,1825
551,1311
1481,1780
166,1663
522,401
117,1343
1217,329
836,1242
766,510
22,1344
1421,2190
1814,401
1318,682
35,1822
677,1054
187,3458
736,1422
555,3486
438,1471
525,1038
64,3550
1486,3428
498,1247
921,4241
1601,2441
989,4009
310,1114
1805,231
967,2746
1414,1935
1746,3726
1718,3710
1535,1531
983,4245
314,966
891,1612
1653,4143
240,2425
441,531
909,1724
407,314
458,1570
967,3208
87,2294
1334,3451
1143,776
846,2909
1140,645
1576,1733
499,521
1637,3067
6,3337
2,2230
133,2663
982,3944
1780,2057
1426,4102
329,2140
718,3126
869,1416
569,4133
2,3362
1782,2080
337,1131
792,4214
465,893
935,611
1759,1634
610,890
411,1392
715,16
1774,3182
729,1955
941,1570
1849,2428
655,1820
1821,893
881,297
1034,3090
1352,2746
539,4249
447,1041
1616,2155
1809,2131
1194,1974
678,1946
1348,2068
779,1778
1609,2203
1648,291
594,556
793,1386
372,2699
387,1158
1604,3328
755,2636
885,2247
532,2457
1013,824
697,52
417,2718
1878,1663
1185,2403
924,276
797,578
1744,2106
1547,1996
866,161
98,2533
286,650
1374,328
217,2078
1165,3290
1448,3397
1252,1621
511,2516
1579,890
413,2505
731,327
749,175
1140,1780
1463,1799
1446,1830
1749,1865
404,121
1679,2746
1254,1944
319,1822
397,52
420,3656
1383,3067
539,3604
231,491
1640,890
1282,917
1700,1628
661,721
479,3650
1346,1095
687,1118
592,3885
907,2684
561,1352
1076,1028
733,2354
1287,3896
360,1879
526,447
438,2276
208,1999
921,846
1526,1068
934,1524
961,1780
1649,3567
1839,329
827,2231
434,3979
841,1603
1448,1609
1449,2679
1467,2988
259,996
687,993
868,3567
858,558
1675,337
944,67
1122,591
280,1735
970,2164
204,2876
1384,4007
1493,3287
1270,1696
1041,593
1430,3546
443,3923
1854,629
1766,1830
1841,2824
487,1389
1105,1175
1719,3868
1547,1636
1088,3877
257,1557
834,3714
178,1570
175,457
419,1409
1638,1038
974,2327
855,1793
344,4133
1151,2930
429,161
1420,2219
1012,2294
1723,544
685,3519
1091,3220
209,3324
1721,1644
1784,2760
39,953
985,69
1052,1991
650,1744
564,377
1718,3063
1257,2516
1229,4217
1772,4214
1508,783
381,2876
1046,2219
258,3618
254,3799
1782,219
1161,674
1778,2955
1511,3533
342,2327
279,3214
135,390
244,1286
1173,1232
1752,1370
410,906
1429,2086
824,1573
1633,3619
902,4318
123,61
284,1298
979,2133
103,683
1410,1031
1198,1752
1231,3417
1048,3235
308,1177
1689,401
338,3717
1561,252
217,2591
1515,276
277,940
317,395
255,1126
695,346
633,1979
72,3227
357,306
1123,1634
92,1570
131,67
1078,745
1618,402
197,3003
1077,3796
297,205
1569,1205
629,2246
159,1235
704,3344
1697,4044
906,2435
629,3829
730,2258
429,401
1872,1176
803,346
352,3581
234,2620
152,2606
219,2727
560,3997
1416,2184
1030,3010
93,2900
110,1738
280,4320
1576,2629
149,2215
1609,4023
1628,1936
1219,984
1856,158
572,3438
828,3619
389,3702
1191,2365
1327,2533
1137,4318
1696,24
867,1381
40,580
276,2331
588,714
1170,544
259,2267
1036,1233
1181,1240
1882,3557
121,1941
855,82
843,2499
1721,4257
686,694
1415,2585
715,3604
1605,3525
306,1171
811,2150
1619,161
600,3714
985,4174
1622,3122
47,4237
1438,2233
1271,3115
1831,3726
937,1944
429,2047
831,175
1292,4194
371,2193
1556,232
340,3438
187,3428
1135,4308
572,498
1774,996
728,2205
724,265
951,3235
1758,1277
754,814
946,857
490,3505
1792,4009
806,3567
466,191
357,3260
143,595
593,3911
1453,3688
1778,4219
563,306
98,824
83,2610
852,2408
1392,2866
822,1943
1652,2328
244,263
1650,155
116,962
795,1176
1051,2724
668,2294
1461,2033
1642,1628
1596,251
1702,1004
1522,4318
1545,3525
175,3923
111,735
384,2962
1482,1426
1773,1983
277,89
905,4009
731,936
1283,4121
896,2516
1511,3169
1248,922
1436,4174
779,660
1857,1358
712,2808
12,306
489,2877
1673,3945
411,242
1496,4026
1009,747
898,3901
1384,1050
123,2897
116,3950
1603,1177
1159,1733
391,2499
575,2473
691,828
433,3513
1373,3525
891,1381
275,1222
1584,145
1092,3486
1779,980
1552,1941
1173,668
1879,1408
1854,1234
463,887
1100,1370
1113,952
691,3808
1861,3997
942,2825
481,2403
1710,2513
1347,1427
104,4064
1705,1193
1223,1612
1606,3328
155,2988
753,762
939,3590
1339,1628
722,1501
1562,1955
872,3604
1524,496
298,885
1882,1154
245,2746
804,4111
1505,2499
1568,2874
1393,4064
582,1311
1188,2435
9,2003
290,2085
1272,692
712,3870
1003,1031
1665,3182
1220,814
657,1940
33,2079
1061,2651
261,219
647,1406
382,4194
612,3115
736,324
22,3399
40,1960
628,2167
1344,1570
1464,2020
1560,1183
208,1177
957,4064
525,1218
202,4308
1449,651
1496,3753
688,1572
1062,3717
1592,1352
1396,1684
106,2422
1125,3943
1079,1211
954,3701
1745,3285
1849,1031
871,773
255,1466
153,3088
263,689
166,4264
811,511
1124,1118
641,1185
476,1191
853,3750
1567,1745
1881,1574
4,1500
1343,1000
1748,250
525,980
21,4098
519,2461
1268,389
1623,3281
1273,3483
1362,126
1789,2499
1657,3666
54,3235
1484,2417
1879,4244
397,827
379,1102
904,2405
854,1263
1203,2047
2,3676
1664,3308
742,2433
390,1435
518,1295
1072,878
356,2446
1178,3581
37,1611
1548,3380
106,2079
1242,4266
251,3567
356,528
364,3808
956,3745
412,3434
819,2403
823,1886
1186,2033
1323,3246
1695,158
1480,1258
1785,1691
812,1437
434,3680
274,586
1878,3142
188,2203
1287,2047
1042,2598
254,228
951,1043
1691,2598
745,660
1243,1663
1287,4333
1178,3631
387,498
1379,401
1286,3550
1233,4241
741,4285
1529,1218
135,1893
915,3186
1342,890
357,1392
599,1628
1651,3717
164,447
166,244
1093,1887
1074,2141
1381,3088
51,2777
85,3921
1338,1572
480,2166
186,2591
471,668
270,3285
303,3581
431,2091
1689,3285
386,3941
860,1208
1263,2405
1546,3438
673,307
1176,307
1773,535
166,346
989,1493
961,74
1679,1298
235,806
1423,4157
232,1352
1237,3251
1272,1427
1337,3590
516,2504
873,969
801,486
491,3694
1658,3668
1051,3674
7,2053
1536,4250
243,1631
1485,1199
937,43
183,2516
1673,880
980,3050
1413,3877
1626,2180
744,3777
1117,1278
515,126
1201,1670
40,154
655,2794
1476,2260
1821,2374
783,1174
395,3324
1842,671
117,4308
192,95
504,1357
811,2279
22,572
876,2079
953,862
1321,645
291,3311
211,1165
1513,2231
1788,2405
731,2036
1376,3581
499,3553
32,440
1659,328
1092,218
389,2166
284,3256
1377,1822
1565,4119
388,2648
1768,3420
929,307
1226,2602
425,4082
271,3486
865,3568
1644,3523
1179,674
419,2717
1829,4157
225,155
579,3584
1065,2374
941,1054
1138,4102
1329,3059
641,814
753,1345
275,2620
357,3545
1350,4041
1567,487
888,2033
1731,4142
1846,1955
1426,151
1504,1076
1539,3610
184,81
83,3718
1116,244
1864,2584
1877,2320
1443,1082
1584,478
91,3997
1775,4171
1078,3546
658,665
136,3956
1304,906
977,3201
779,1028
1607,2204
52,4326
791,2512
1852,528
1530,4016
1721,1589
1859,2726
1754,1218
698,2506
581,2337
707,2610
359,836
964,2845
1781,1666
64,3903
426,4220
511,2842
792,3115
939,3182
76,2024
1030,1665
1426,590
1682,1463
388,1580
1738,95
1351,3260
1191,85
589,626
67,3768
1844,3688
310,1628
466,3319
1498,1191
389,1370
39,1941
1396,285
1436,1304
71,2438
792,830
1143,2428
1684,4196
1330,765
226,2504
325,154
1665,1886
49,401
298,3767
1824,1542
982,3285
68,1822
1864,3619
190,3224
968,1160
1504,2167
417,2549
134,1235
1254,824
1341,2435
1493,1920
534,2441
692,2374
1836,1113
345,1825
847,2833
1855,3226
1200,4126
1694,222
1328,2428
1843,998
775,2066
1187,2513
1791,390
1439,1482
281,1600
602,1622
289,343
1763,4289
705,1629
1398,3670
1707,1848
512,3355
605,2717
1299,2293
1572,3456
1830,1780
1772,1114
1231,2258
1667,1286
1296,610
1500,2440
1353,500
1463,75
126,1240
178,1389
1748,3924
1626,969
1615,773
934,242
1536,4321
823,4004
1268,3732
1481,1038
238,765
1777,762
1859,745
625,116
1663,3799
581,1370
228,1218
1349,67
685,2461
1502,3581
1000,764
570,3071
110,1924
976,3619
1179,4214
234,2179
176,346
717,624
948,1501
1091,3480
1363,1501
1328,1821
876,1177
316,1165
1215,1114
826,3458
506,392
497,3527
420,1007
960,2433
1816,1720
631,2516
1143,3429
1791,1277
755,836
94,3525
712,714
1757,1304
1688,1628
1663,1105
1312,610
575,462
174,3641
1580,544
1362,699
485,4181
630,2190
1684,2405
24,138
54,2337
1029,3877
311,3275
1076,3013
1581,3501
143,3650
147,361
516,1644
1597,3359
170,402
1197,872
1079,3847
1514,645
956,2898
794,962
1099,222
1296,762
657,2158
604,1641
713,2649
1769,329
1223,2053
1748,3877
450,2079
348,2141
1743,264
1478,2232
860,2808
414,1416
897,4194
175,3286
665,3941
817,1384
378,4194
839,3105
1331,3714
1433,2293
403,664
254,2680
64,1507
497,4207
1504,3186
835,2066
74,1289
471,2260
855,931
68,824
660,2857
1687,1780
430,2857
682,3403
963,769
925,3856
1303,1195
847,3271
466,624
331,1183
1711,2724
1820,3501
1398,1275
1152,3527
1752,2231
1609,3290
1880,4119
575,280
292,1748
491,931
1244,852
62,4242
1748,4156
1729,3899
191,1628
1180,1848
863,3666
1060,928
827,773
1869,396
396,222
1109,1996
1742,262
1315,3889
1694,793
1768,732
111,3140
211,2095
565,324
67,3273
866,2399
1774,953
1070,1964
653,1944
1434,3184
1460,4156
956,2620
1862,4207
1855,284
885,3591
929,2811
1624,2374
377,1956
586,3998
1808,1176
899,1175
1056,2419
735,1413
1497,4052
681,633
178,2955
568,1825
371,2252
451,1477
925,3222
1344,2503
949,3657
1807,3938
1063,3089
1873,175
627,1028
418,1326
791,874
1822,793
599,3262
982,2294
482,383
495,333
1788,2372
445,2225
187,2771
42,1752
1822,4257
10,561
1807,3458
1680,2516
1840,4313
1793,980
1606,1405
1140,401
1643,1095
473,929
992,614
166,1208
535,1937
1308,3950
217,4126
1109,1878
1004,4068
907,3035
1415,325
1116,61
1533,3726
1193,4214
1381,24
1592,3044
779,1331
1551,1991
362,3400
908,3592
1072,469
902,528
1615,1298
1865,2261
1557,783
395,929
955,3362
554,2289
839,1733
848,4100
971,1004
1494,740
1296,1234
703,979
1609,1362
347,998
418,1185
842,2365
1480,2835
778,684
69,689
175,4067
1027,588
811,3799
192,161
1818,3666
512,4266
570,858
444,1131
1704,762
1073,4051
1857,3027
1457,3670
1385,1384
198,3490
244,4067
163,1722
1379,1131
113,2504
969,624
524,888
565,1931
1400,4181
448,1628
1143,3027
475,3961
768,1944
79,1745
290,695
1625,2601
1084,1028
82,2808
853,1710
493,668
1717,1176
1154,242
574,2281
552,714
1528,4062
474,494
265,350
795,1118
910,3227
1202,3886
144,1848
286,3784
1665,3251
1705,3275
1624,1421
1555,3035
1465,2397
808,2167
1070,276
1004,773
73,3519
1263,1542
7,1298
709,1716
1213,845
998,2780
474,1937
329,1079
1126,1196
9,740
520,3055
653,962
907,2361
235,2472
300,1155
532,3790
1344,2428
561,2512
1040,2808
69,2107
1567,1717
124,3590
767,2726
1382,1636
1163,4145
1674,8
861,436
700,1000
414,3182
1502,1780
579,2241
670,1208
1364,2440
1270,498
1238,533
1763,3759
406,3527
398,776
1249,2440
1352,4088
161,890
865,936
436,175
1763,1357
988,4233
1579,4207
1587,1910
339,2504
488,4328
1642,1031
1051,1004
489,3359
990,4013
1737,3204
72,1696
83,718
1301,3251
122,1218
1332,1175
172,4051
1883,2306
1626,2173
1011,765
524,3708
1738,2423
1838,4308
11,2180
626,1766
566,1410
844,2106
381,1298
1819,1563
397,355
929,252
93,1941
787,4198
24,1821
1256,2349
1081,2417
688,1991
1265,2857
631,2293
371,3400
1505,1920
1684,3193
1814,205
734,1911
1039,714
825,3127
1097,116
1660,795
99,1377
533,1886
1130,2281
1279,4171
435,158
47,769
1376,1798
1801,2034
1801,3396
1149,262
461,1696
450,814
851,1242
959,2974
1672,1477
943,2208
1633,830
1720,3732
740,196
1048,2831
1353,75
222,2715
317,4142
1741,2565
96,2167
1419,1277
986,3656
27,1357
862,266
991,3469
1302,3799
463,931
1695,3610
189,3381
568,1947
667,1999
513,836
1361,440
228,1634
519,660
91,3608
1586,3852
1709,394
888,2293
1461,74
218,660
1375,2584
393,1912
701,1833
1383,3686
679,447
1616,4180
10,558
1188,4294
1359,3035
1497,1375
1262,278
1830,4214
996,2196
651,2419
873,4016
895,1047
1657,2414
1532,3799
1743,814
1585,824
1738,3930
577,2805
179,3067
535,67
118,827
774,902
10,574
933,242
1519,1375
1353,1844
635,858
1322,3971
356,2895
577,338
118,3775
1508,1208
180,917
1115,3275
501,2513
265,807
829,2286
513,531
401,3164
634,368
855,184
1610,1095
255,4203
1227,188
1376,1776
1575,2533
1607,709
293,2775
883,2499
1150,4071
1511,455
683,401
1323,1392
1337,3525
1102,4016
295,610
1118,3285
774,265
1486,2428
243,4121
288,3670
1670,3125
379,2186
1054,3753
841,609
1281,925
464,4143
463,3055
1794,1518
997,577
1516,1570
1088,1175
