user,item
996,5931
834,4786
473,790
852,2232
679,1253
1198,4664
1531,4203
107,943
709,4799
701,1726
870,2083
274,4628
1279,1834
1506,3536
13,3662
1565,4820
1395,744
1311,3253
1313,1719
1015,3885
1524,4323
1301,3970
1645,5116
292,5109
821,5786
571,7270
1697,160
300,4819
1391,3536
703,5611
1658,6631
898,7091
340,5387
707,4642
328,436
136,498
1678,3251
763,1726
1799,5807
708,790
1787,6699
915,3965
623,4819
984,6391
16,6170
1491,3972
361,1063
735,1080
1757,498
311,945
1726,1069
1213,2611
1679,5209
844,2620
738,3258
1739,2209
118,4821
694,3476
842,5114
180,1187
1655,1719
1127,2359
1132,6685
1705,573
803,6949
1364,162
474,3964
117,3965
121,1063
471,5249
341,5592
248,1434
1258,1717
920,1080
1145,2353
1432,742
1189,3963
840,868
1030,5931
1121,3657
931,3518
1789,1253
37,3963
345,6227
494,4825
1056,51
1218,1080
709,5382
1407,3258
955,7090
1709,6389
1763,1253
47,4211
509,1725
954,5378
564,5250
739,6230
1322,4825
565,5789
120,3663
285,4466
1273,2352
999,1187
1250,4825
87,5109
555,3972
1650,88
380,6227
209,2085
1083,160
936,6667
1216,6685
285,5032
1634,5249
296,5617
1542,3536
1347,5250
1674,4821
1615,5613
104,7201
399,2716
666,6667
1336,4624
1716,1726
1542,1434
1641,3657
1408,7095
1255,1724
186,5211
1781,547
1429,1719
1731,744
1406,5207
441,2233
954,741
1788,7270
1007,5209
611,4195
1428,4441
657,4248
436,5250
1372,6230
238,830
1030,5250
1377,6667
1150,6077
1576,867
1664,6893
1745,1300
1474,5267
1390,3455
1391,5209
1131,1434
1281,5515
1343,1718
1696,1718
732,7027
1017,6392
1578,370
1056,2209
871,4793
722,7272
186,1347
550,6667
438,3965
770,5819
1203,1719
840,6663
19,1187
853,4821
270,5116
1299,7196
822,3967
1684,5378
715,5615
400,1261
1755,365
235,5900
1731,1185
763,5211
984,1081
1748,5187
1772,5651
649,270
634,5116
382,7200
447,5116
1483,6228
1478,1830
522,3840
997,3258
970,4825
519,5931
1310,739
747,2548
23,861
1078,2482
198,5110
113,868
551,4199
666,159
853,5250
1069,5767
1745,3967
1231,4752
1590,4825
211,1188
1,494
942,6245
261,6667
664,1792
143,1717
198,3527
974,4632
913,1839
1366,75
1586,5474
22,5205
558,4821
111,3965
1316,5387
878,5114
299,4199
685,4307
1185,5249
403,7099
936,897
1115,4825
943,49
991,5209
589,4821
549,4821
1338,3657
648,160
1759,2598
334,7205
1579,1719
276,4825
167,1184
394,159
1380,4786
1626,5938
832,6682
1238,6822
838,4438
750,4195
658,940
1205,4752
1029,5925
1216,813
612,4819
1700,3840
1498,939
1394,1839
920,5780
1669,4205
158,1070
1360,1723
1703,500
248,6230
113,5780
588,160
1632,4326
976,4438
1003,1722
1738,2227
1675,6228
272,5815
267,1347
650,2356
80,861
1186,1085
136,939
1716,4195
1596,7098
1669,4821
1770,4195
952,4199
0,5781
964,4199
1616,4797
1168,786
174,4624
1044,3530
136,5249
1462,902
1649,1719
922,1436
1244,368
1024,1830
217,5250
1678,3006
436,4825
791,5378
737,1791
316,5378
1704,5378
373,3969
756,1719
109,1070
1306,2648
1355,861
557,1185
1005,4199
3,4626
202,4473
1646,3963
209,4821
1238,3969
246,2648
178,2227
1485,1726
1075,7091
245,4326
870,742
655,1717
901,5782
1439,6483
1472,160
1658,4136
951,5512
867,3536
1350,3963
126,944
786,2359
335,4786
832,3529
833,5402
1456,1723
1087,159
1107,3963
1132,742
1790,3971
1647,5808
1149,831
555,6077
504,4199
29,4744
1336,3966
1244,5384
1430,4248
1311,4205
1688,5888
22,1260
562,3441
560,5109
1017,1834
973,368
1502,6850
1015,4786
1427,4204
242,1300
244,3661
703,3698
163,4752
1141,2599
1338,5250
1639,5931
1351,1719
1706,4735
1667,3441
2,1964
964,1581
1013,6228
433,1188
370,1067
1453,5116
414,3440
704,1830
1515,1347
321,5786
576,7091
1330,1300
1424,3520
1077,5619
1693,4798
1158,1347
397,2999
80,4202
788,4796
765,4288
26,4438
1333,367
767,4390
1565,5253
681,5249
515,491
155,491
1406,1726
1041,1320
681,868
1009,3409
557,6946
115,4438
612,1719
1141,2305
535,6239
1200,1434
111,4642
1650,4204
700,5209
1655,5782
983,1724
497,370
188,4195
40,1067
1422,6850
889,5112
1056,2811
290,985
1640,5116
1592,1718
709,368
100,4823
52,5211
470,1968
1623,5429
1311,5515
426,739
466,862
897,5936
1054,7027
726,742
1740,1719
786,4438
1031,4825
907,5782
1477,1726
424,5617
1745,7090
1626,1347
1266,1839
80,4664
748,3972
1481,5253
168,80
1382,159
977,2481
192,500
348,4821
1779,4205
715,5109
1772,1347
27,3803
518,858
253,6266
1043,500
1761,7195
144,7091
930,367
1359,5115
719,5387
1042,3688
1165,5325
1077,5931
560,1063
1147,4491
759,3964
631,5807
732,5248
502,5834
601,1347
1703,3967
1737,4819
1428,5113
187,7281
1162,2344
1540,813
710,2719
87,1718
590,3698
519,3536
778,5209
968,6669
825,5897
1333,4624
170,3965
1474,790
508,5387
1009,2313
1712,1830
798,1253
1280,4825
760,1438
1687,6552
1731,1187
126,1839
1385,5249
417,3663
169,1063
626,4441
1465,691
290,5386
1283,4473
352,6230
1119,4797
1720,4724
589,368
659,5613
650,4797
1617,5250
1291,4664
72,3479
518,4255
241,790
570,897
405,4645
346,2352
933,4204
1182,5209
1755,425
575,1347
1584,5248
291,5936
920,3965
78,1013
919,7090
1135,5207
930,7272
1731,3663
1390,160
1103,367
1578,2260
19,3965
1661,6243
830,5931
1633,5111
670,5944
792,4441
1,901
223,2018
298,1067
5,4821
126,6239
421,3842
930,4204
1709,497
1267,1726
1401,3688
759,494
1166,1067
1253,4203
79,5387
498,3462
1178,902
539,737
161,5009
1732,6850
1005,4664
638,5116
817,2365
677,6230
830,4821
352,2851
559,5925
491,790
58,2228
1146,6237
1680,4821
1117,3480
1019,5780
361,1722
351,1839
1672,3084
986,4006
1560,2260
187,1257
1551,2080
331,3717
1032,6163
1400,7189
957,364
721,1719
1724,6669
1621,7272
735,3963
255,5925
1748,2896
374,368
164,530
1130,1434
1255,1347
798,1080
1381,5207
702,366
770,6228
979,3438
884,500
292,4823
1141,745
1401,3518
1621,829
881,1768
884,6669
403,5788
1053,4316
1257,2083
282,3256
655,5938
1483,868
1063,4288
1139,2085
745,3016
477,3512
1217,162
918,5109
307,6741
1133,3251
97,1144
1628,159
762,3841
1653,2763
757,944
1666,365
453,5110
950,5384
1510,3455
463,4825
1,5925
1483,4204
1130,5115
51,6685
1190,5513
593,1830
262,5611
217,6850
743,3455
365,2475
580,6667
189,5249
1024,6667
562,7091
623,5250
509,270
230,4965
576,3840
151,3965
1022,2260
1785,498
1518,1063
1591,437
1113,6667
311,2763
20,5211
356,5116
712,367
497,3415
583,1347
1525,897
1257,3972
1787,367
750,5387
253,6141
324,4821
561,4542
853,1063
1204,2231
1730,3084
1655,5387
172,3457
805,5250
1103,3972
1294,500
906,6949
1788,2573
10,2620
1790,3964
1093,5115
1142,3536
848,868
1456,1067
1164,2620
37,5249
36,3654
633,88
171,6243
252,2228
899,3698
1260,2620
1107,370
702,3972
1773,7091
1313,1067
248,5211
508,5207
820,6382
301,6669
1091,57
117,2082
789,159
1423,6230
1314,4199
792,5113
254,1254
472,5931
1163,5822
1052,49
218,4624
138,5515
356,4823
735,494
1585,159
626,3536
118,5253
1015,6777
463,1063
632,1830
1528,2344
1684,2085
1026,3512
1684,5114
823,6228
1500,4199
1119,5384
784,3256
1458,1070
1232,3664
1553,4793
778,6230
1209,7281
641,4797
1456,1717
1344,5782
325,5936
527,5782
398,5785
62,1434
485,790
1487,3967
792,4288
1772,4203
1284,5250
1358,5936
1180,6949
1225,3536
668,2080
1213,3966
39,739
383,4022
1286,5006
541,861
365,5611
1503,742
470,4436
1253,2703
391,7414
121,5116
764,4821
1587,3255
1197,1839
338,5513
611,1725
778,5250
968,1717
1239,5207
941,3964
1599,7272
800,2079
772,4752
1572,3965
729,367
33,939
1415,2209
1126,744
1564,3963
1009,3970
1659,2427
1300,3966
659,2079
657,1261
311,2356
231,4819
812,491
1450,4205
532,5109
1052,4199
830,1070
1519,1722
1325,3255
1700,1719
381,426
918,1723
67,7205
387,4664
126,2548
935,5109
1473,4799
514,3118
1377,4628
358,790
256,1063
55,1084
807,1068
226,270
833,7402
843,5781
1506,1718
724,3840
779,5612
767,2881
790,1261
574,948
976,2359
1765,5249
1427,6077
573,829
545,6243
1510,75
527,4819
1573,7036
1746,5116
307,1261
1714,4821
1143,5211
334,7196
1183,5321
79,1725
801,17
141,1063
1362,1725
136,3663
640,6382
421,2228
1363,3970
207,1722
57,861
1550,5211
1197,5894
937,939
973,5387
203,3663
963,3965
304,5378
991,1434
1569,2353
469,5893
481,5111
1360,5782
265,506
818,3256
1207,5209
469,5514
324,5111
928,5249
43,1063
820,1260
717,4489
1527,6230
242,3963
341,3804
354,4752
233,3441
1317,1972
1134,6850
1135,4195
684,4823
1614,6946
995,4825
626,270
1328,3963
469,2231
77,4786
137,1830
1089,1434
375,80
43,270
545,4632
544,4632
1024,4511
930,4744
1543,3253
1241,1063
486,3963
32,3518
886,6077
389,370
1320,1260
108,598
817,5897
537,370
418,742
1796,531
1112,3963
1195,5209
757,4389
449,2290
175,4204
953,321
1426,3259
768,4624
234,1834
789,739
1404,1347
1733,3350
1648,159
1288,4389
1415,5925
950,6535
1676,6667
1428,5936
380,367
1524,4219
1510,2346
324,1722
1086,3966
1354,5249
1483,1080
911,3167
764,1063
240,5211
876,1185
813,4440
107,3256
227,3929
1044,3162
446,1718
172,4269
824,7418
732,4248
1722,2598
1740,5931
1205,742
342,1717
1392,5429
714,3662
1129,4195
1188,494
1767,1726
837,3965
948,1722
968,4203
347,1347
1578,739
207,1063
1509,2085
767,5205
1433,368
525,4819
620,1723
636,786
1727,5786
1168,4628
1755,862
1100,5249
1696,5253
347,1348
363,6077
1462,7281
592,7098
1726,3657
908,939
958,3536
1093,5931
1507,4746
502,5042
1594,3840
487,2230
295,5249
797,3963
1418,1347
796,1347
671,3972
1798,902
881,3887
544,1839
1638,2896
1789,370
1690,17
1481,7091
426,2083
1628,1839
475,5931
1728,2602
1753,2620
1208,7272
648,1830
548,498
1748,1617
1474,1776
1533,5612
853,2089
208,4819
1371,6228
1350,1185
733,1185
990,4195
1423,5788
602,1070
29,861
163,2648
704,3258
394,3964
1779,1839
918,4819
924,1722
1778,4205
969,17
808,897
1524,6413
494,5387
749,2306
1188,506
976,4746
480,939
1667,1722
936,5925
1283,4435
1279,1013
556,3455
1352,4821
567,1830
1478,5211
1038,6634
1638,4796
424,6669
895,4819
1488,2260
1441,6548
192,2353
1484,1724
45,3964
1482,3116
1574,1434
593,2620
810,4438
1318,1348
615,863
1227,2353
1466,3255
1,3966
119,1718
1279,2763
891,4793
1369,2648
566,6949
846,7269
265,4199
348,1347
691,2620
224,4542
1383,1688
993,3972
900,3251
211,744
1360,1434
1259,4628
1178,3527
453,5114
1543,2080
1753,4624
433,7095
302,7028
384,3972
393,2305
603,3963
953,984
1393,5728
1460,1345
1796,6949
1607,3256
643,1434
1221,6228
1478,270
786,943
439,4629
413,2344
315,498
397,5023
705,1069
456,1347
1734,5925
1472,5925
262,5613
1318,4821
1125,4441
1212,5211
965,6871
344,3455
1796,58
851,831
936,3414
414,3661
520,6243
1423,500
1409,5387
542,1185
1524,213
1648,3661
225,5249
1066,4825
1795,868
807,1825
600,7272
912,87
1566,5387
1250,1717
642,2230
833,3717
188,2085
935,794
959,1722
13,4440
250,1187
357,4438
337,3512
273,1347
63,4204
1261,4819
830,1725
1321,5115
734,4821
1456,939
876,6228
888,3663
688,4746
954,870
424,6230
1684,368
962,5782
1360,3536
1108,3804
441,745
1771,5207
802,1723
493,2079
612,5116
1515,3964
502,2577
1492,1347
867,1718
831,160
1151,739
501,4826
1558,4195
1598,1537
1420,1723
1372,5250
1283,786
1790,861
143,159
305,3258
917,6634
666,813
1038,3967
1085,2228
664,665
1772,3964
1729,742
587,6228
716,6230
938,1063
524,902
1620,2365
685,5991
941,7091
589,1063
1648,2083
1319,6683
664,498
1061,862
109,5211
1075,160
839,5814
168,6699
961,742
1798,3842
1120,5946
384,4752
1288,940
188,5209
756,4819
1174,2620
1790,897
368,5211
259,7196
20,1070
1612,5249
744,4438
270,7091
611,2620
126,4632
1180,3965
1183,5517
680,2230
1680,2620
18,451
293,939
1264,1347
218,1067
1434,3698
372,7091
1153,3842
455,5042
1480,4724
1626,1066
781,939
418,1187
692,1320
946,7023
1453,5115
1425,5710
966,5788
1623,5325
322,1717
935,1345
1104,3167
1554,2231
1107,5788
482,5114
719,4205
1507,786
784,1969
1252,2599
1314,4203
1233,2215
409,1722
1797,7091
1089,5112
1601,7028
1136,1722
1153,4798
56,4797
9,6850
1358,494
921,3084
1625,2227
164,3842
1078,1067
398,6667
1336,6685
222,1839
759,3963
1738,829
1160,4390
730,5613
1535,1726
1452,4438
791,5931
1763,5577
1488,829
1744,5209
1478,1718
1352,1722
534,3251
183,6872
1333,64
271,2344
1510,426
1735,6850
660,2089
1792,270
1592,5249
90,159
1539,7272
1320,4796
303,4819
834,420
361,3536
588,7144
170,897
680,88
1502,1968
1059,367
1156,3473
1661,4676
1241,1721
964,5807
592,7090
64,3963
1574,5782
550,901
890,1867
904,4203
1527,270
1127,554
1313,3663
439,2260
1418,7091
804,3965
725,2353
416,367
1779,4438
746,1968
407,3840
894,3967
386,4964
254,3512
910,897
1035,5115
690,1067
3,761
810,5110
1247,3255
1164,4746
125,7095
665,5782
1391,4825
1098,4473
956,939
1172,5808
859,5513
340,1825
1160,4632
888,5249
1280,6676
1148,5248
1140,3764
666,2260
1089,3258
1022,4511
1031,1070
1305,323
100,5208
816,75
1759,948
176,367
79,5109
1416,7027
1278,2620
1505,1383
481,1063
939,6682
1373,1070
1247,3965
95,3663
1190,5821
34,2851
244,1839
19,160
1760,497
298,5209
190,367
1041,6389
68,2558
1302,3455
1095,5931
1217,494
1136,4195
117,1581
629,2306
1046,6173
1029,6850
1309,5116
341,944
300,1722
1689,3473
806,2353
866,2079
1238,6914
360,5211
1005,3965
587,5788
1186,2719
345,4825
1150,869
477,870
1319,4797
469,2368
362,1379
1165,4637
410,4632
268,3967
1468,7091
1506,1063
159,5815
1800,5179
342,4438
911,2558
948,1726
145,4821
802,5250
501,1067
1514,3258
1168,1253
1673,3409
1189,939
640,4390
659,3253
1088,4491
350,1185
794,1013
1213,6669
825,3473
990,1438
1174,4195
1315,1300
1698,2313
1233,7205
953,866
111,4326
40,1348
523,3971
828,1969
933,5815
435,1718
1746,5936
366,1434
406,3007
1307,5114
247,6669
525,7091
1067,3840
721,1347
275,3256
872,5115
319,4819
239,1069
1574,5378
462,3409
208,5115
698,2080
700,4821
791,5253
940,17
345,1067
1158,4819
1447,497
604,5378
334,3518
1312,3455
197,3967
196,5963
83,4645
1684,5250
735,2353
403,6663
665,1722
494,5211
423,7091
587,3972
116,1253
1315,739
511,4440
1351,1063
100,4819
1164,5617
1264,270
843,4203
364,3972
1670,1185
118,1722
1108,5205
219,5613
936,5788
1076,370
1706,2998
1550,1438
527,2648
404,3972
1432,6552
1541,2720
1577,861
331,2896
1395,3964
1317,3253
1032,7144
597,5115
274,5785
340,1063
45,2231
1194,5378
979,4821
520,4207
1104,2344
30,739
259,49
35,2483
1731,939
190,1187
634,5378
26,4821
466,3415
1420,5617
1449,939
610,5782
1544,5925
455,4626
308,4201
1753,1434
1420,1719
62,4195
1458,5209
665,1723
877,4821
558,5116
404,159
1752,739
1663,2260
1478,6230
428,1197
840,3963
53,1718
510,4823
1196,4199
1458,6668
60,3661
619,2719
358,2353
1680,1066
10,4825
1,6669
1090,1726
1677,1067
1407,4819
962,1347
1646,5514
558,5207
615,5808
1705,6226
577,2792
130,4204
1327,498
603,159
876,494
886,5072
547,1080
630,3256
1468,5249
1165,3249
863,6227
1360,1726
1164,426
1562,80
796,5387
1499,3415
1660,4436
1182,1839
1155,3409
514,5996
1036,1347
380,3259
1461,2228
676,1300
149,6949
1466,1261
708,3759
724,1723
1472,367
953,3841
1523,3662
653,4793
1033,1187
682,5613
747,2703
341,4075
261,3966
202,4974
1314,6228
1473,4642
1098,426
1607,3518
1215,2345
1317,75
147,5355
577,159
1738,4664
842,4521
183,4708
1057,5782
1298,1839
1592,270
828,3409
864,3536
1703,6669
1644,270
543,4800
1683,1383
1543,1724
130,1069
626,1347
1613,2363
1484,1066
13,439
1121,303
964,2082
238,4489
202,4118
373,1084
1260,3663
901,4820
292,4819
171,367
38,367
471,3255
155,2083
1321,5249
1376,3167
967,5931
1222,5782
1741,6228
438,4204
203,5782
668,1968
1402,6741
523,159
1369,5514
1603,323
799,2352
818,1347
390,5108
245,368
1415,55
1279,4205
1577,897
1514,2034
1431,4825
389,160
1702,4388
234,2763
976,3841
142,87
1032,2313
349,1347
1017,4436
1357,1080
1755,6242
1442,4819
1100,1719
586,491
943,3965
285,4161
531,370
1083,2344
1122,1300
256,2085
807,5112
1095,6667
29,6077
1791,1869
451,4819
465,5249
1404,5249
292,4821
1595,497
645,7095
720,4195
1294,5788
134,2620
502,5822
1253,5113
1484,1723
7,3970
849,1718
49,5378
1179,6680
1738,5514
295,1718
1481,1722
1599,6741
1540,491
1651,1830
243,1070
6,4517
141,3167
614,6816
1638,5050
382,2948
219,1830
1706,3735
217,4819
628,2298
1750,5108
1282,1724
1661,6822
233,3703
800,1968
1618,5931
435,2620
849,1722
1438,5813
408,6741
1677,6850
1294,5780
1513,5115
91,4542
281,4819
901,5384
351,944
224,1435
690,2085
780,6230
805,1830
905,1322
1142,5249
854,1839
1215,4202
1400,4437
376,5211
1198,742
1708,162
1295,2353
345,1721
669,1253
661,6851
1706,15
1326,4288
0,5931
458,897
1061,4786
22,3578
363,7095
662,3840
1302,5925
693,5211
1679,2080
783,367
1629,270
468,4746
201,6663
1001,3100
1372,4819
950,1320
384,3963
1078,1063
1729,6683
1530,2083
390,2620
1174,1067
1376,5925
1307,5207
571,3520
58,3965
1630,1723
317,5931
111,3804
1628,5781
1512,4754
1409,4821
1352,5114
1024,1434
625,1347
389,367
495,1722
417,5116
245,5206
1381,1434
1546,1063
1265,6893
1778,3698
1040,5250
1419,5249
1205,5514
752,5944
185,868
469,3524
306,4199
569,2086
1693,6634
576,4821
1449,4511
1660,4438
26,3663
501,6245
278,5112
1343,6230
1493,3536
1744,2089
270,5249
617,1969
1556,786
1044,5520
679,3964
317,6230
1682,5782
527,367
1208,861
635,7036
999,5946
1331,6228
1344,160
638,6230
461,1718
870,4203
932,4200
373,2233
1443,3842
152,2313
848,5249
1173,4201
705,2083
1644,1718
445,3972
1441,7034
1157,491
920,3972
370,6850
531,869
966,367
1587,500
485,2344
1290,5619
336,3840
1079,7196
1734,2083
1368,5513
280,939
854,1724
451,1723
654,2352
866,5211
111,4754
265,5514
717,4436
326,6682
961,3971
1451,4752
1251,2620
430,6077
1722,160
56,741
1205,3964
1572,1067
786,948
1730,2127
896,3965
366,270
994,5116
534,6682
396,1005
731,2344
305,4819
199,6669
195,5815
82,58
715,5931
745,6342
1246,4786
1137,4489
673,1347
1688,1787
712,2083
478,6230
1204,6669
999,6987
71,829
1307,4195
1430,3713
1253,4473
18,216
1411,1060
1790,4752
506,159
723,3964
16,5980
279,902
1518,4288
1374,3255
1072,370
726,7183
497,4180
58,3842
563,790
604,4823
803,1261
106,2209
1458,5116
952,5786
451,5249
427,2620
1429,270
259,370
360,4205
1342,367
518,6947
358,6946
1151,3967
453,1718
1403,1070
1592,3258
283,5822
1437,3970
1387,4819
1109,868
1290,2080
696,4204
333,1300
1212,368
1257,2209
640,5513
1133,3965
191,5877
510,3840
1268,1723
1429,5250
1015,426
1079,868
1709,1964
836,2327
1278,5938
400,1257
1675,5514
1232,6013
735,5785
1716,4515
727,4205
1218,3971
1203,4438
898,1347
645,437
145,3662
1345,7091
683,160
276,1067
687,3251
885,3698
1424,691
1433,4819
741,4752
1695,4248
458,6228
963,2482
137,1717
167,4752
1107,868
1260,5207
1694,1081
1156,6626
692,1723
1033,6669
1060,6209
1117,3842
1116,5109
655,1722
311,425
1493,1718
1625,5515
1370,6949
280,1067
137,5387
1396,5250
40,5112
508,5112
1017,2548
734,1718
1345,1063
1263,270
233,1070
1678,370
1036,6668
955,64
139,5115
1724,1184
1034,3800
78,6661
311,830
506,1723
292,1070
367,4820
865,4825
1651,948
1238,2345
376,1070
83,7337
1495,3161
34,3999
250,1067
101,3963
906,4626
1523,5209
1219,491
1762,5946
1496,5815
1251,7091
1628,5514
985,7091
1713,3258
1383,2357
1224,3251
77,3256
1672,3698
973,5209
962,6230
551,865
215,5209
192,4489
1018,6077
103,7270
1082,3965
99,264
1214,4438
39,742
537,739
824,7322
855,4664
925,7161
789,4664
1581,868
580,4326
881,2998
1421,6893
1575,5782
1011,7067
180,1434
182,2703
750,1348
49,3536
842,3663
624,5114
429,5253
308,2232
1737,3536
579,3258
124,4195
1197,4434
1061,1258
457,1726
100,1347
162,5249
1166,5211
1671,1320
1220,5250
1058,4651
258,868
537,6667
816,2356
1271,745
1219,437
1390,4542
1410,4752
803,4388
69,1070
1000,1070
231,4825
1081,498
343,5782
1068,500
1131,1722
449,2716
175,3841
510,4825
1279,4388
1561,829
1134,5249
1327,3964
5,5249
53,1063
1056,1135
271,6228
1272,1070
662,2352
1162,6667
1171,944
635,2215
1289,4204
1579,4825
1031,1434
290,3645
90,5788
1116,5209
1681,7276
1268,1717
852,6228
875,1068
315,3963
369,2620
1340,5211
790,3256
1677,498
173,3965
700,1839
1703,3256
340,1719
1490,4793
829,1717
469,5325
547,4199
1176,4251
952,868
1778,4624
684,3663
540,3536
1319,3965
897,1347
1774,2085
503,5925
898,1722
1269,1347
115,270
1504,3355
1027,5249
335,4489
513,1830
39,6946
537,3251
420,1718
944,6228
86,3536
681,7091
1290,7091
1690,6850
942,4542
1655,5612
1638,2290
1676,7205
651,5209
1051,5925
441,2599
1388,5110
967,1070
1728,3007
355,1067
960,3700
1129,1830
1326,4441
1335,4928
1199,3964
108,531
1484,4819
554,3518
1312,6667
1786,5211
1135,1063
1632,5786
918,1722
1781,1726
957,370
943,741
922,498
1511,2353
687,5788
1501,2353
1212,5114
1716,1719
171,2228
250,498
1374,5944
1039,3663
847,1722
700,5112
1056,7205
851,1322
562,5116
397,1134
1365,494
421,3972
1153,4199
1783,1063
1648,1726
624,5211
872,6228
344,948
727,4161
1563,215
366,5387
1250,1723
1690,1718
908,5617
1060,4688
1087,897
508,1434
913,1722
666,3414
994,4819
681,4628
600,1347
587,367
1517,1723
498,1300
345,1723
1783,3698
945,5807
1015,2079
759,6228
547,868
1226,1185
1092,4798
1225,2620
102,948
1618,6669
673,6685
269,368
798,5786
1370,870
214,2231
1496,4752
686,7027
1498,4786
1042,494
381,2233
200,1347
269,1067
445,367
764,1434
261,1187
1473,4797
31,5611
168,5780
59,3460
127,2232
448,868
422,270
443,5936
223,5788
1658,1300
750,3703
1047,2080
1612,1726
1270,1347
40,1722
1023,1725
479,1253
739,1063
64,4199
267,1069
1443,3251
870,5514
1687,4820
770,1013
1713,2083
1094,2232
1323,4752
541,3006
1053,2719
942,5822
1625,3972
1221,829
936,2231
839,7205
1446,213
1392,7228
1284,1717
579,5209
1530,3963
759,4752
594,6244
1698,4316
636,3099
484,4125
1793,1434
772,5514
845,2232
1665,2948
1486,5815
751,902
979,4818
451,2085
55,2232
1337,868
548,5209
481,1719
335,2763
955,4752
1520,6683
1772,3971
979,4343
180,6230
1556,1839
334,4627
349,3663
247,323
35,1354
1369,3965
294,2620
761,1300
1675,739
135,5513
86,5209
637,4288
1350,3251
855,2232
1577,5808
990,1719
1499,3251
94,3972
816,4436
467,1187
